,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,0,0.2802061261119027,0.9049305555555556,0.867968808520924,3.9058108890757843,0.7344642857142857,0.05547619047619048,0.8252380952380952
1,0,0,0.2566979621586047,0.9090277777777778,0.8056591017679735,3.983224251691033,0.7582142857142857,0.12833333333333333,0.7773809523809524
2,0,0,0.16769755004267944,0.9391666666666667,0.7275742129846052,4.297012469347785,0.7730357142857143,0.10166666666666667,0.8135714285714286
3,0,0,0.1595072138466333,0.9403472222222222,0.8568470017476515,4.496286251965691,0.745,0.1130952380952381,0.7885714285714286
4,0,0,0.15620556146952144,0.94125,0.6934078674424778,4.838256779839011,0.7832142857142858,0.07238095238095238,0.8354761904761905
5,0,0,0.13544869958831554,0.9509722222222222,0.8184232115745544,4.802017632652731,0.7689285714285714,0.08333333333333333,0.8188095238095238
6,0,0,0.12936767177623615,0.9532638888888889,0.7512550950050354,4.74016736535465,0.7728571428571429,0.07452380952380952,0.8304761904761905
7,0,0,0.1285835807783562,0.9545833333333333,0.7798429754647341,5.093511244829963,0.7673214285714286,0.07047619047619047,0.8347619047619048
8,0,0,0.11331561573764734,0.9595138888888889,0.700713111595674,4.853341944077435,0.7905357142857142,0.07714285714285714,0.8392857142857143
9,0,0,0.10980444061651565,0.9595833333333333,0.7839967608451843,5.158404406379251,0.7766071428571428,0.07904761904761905,0.8176190476190476
