,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,1125,1.1750011008050707,0.5179930555555555,0.5006172839506173,0.674375,0.5009722222222223,0.6943156502463601,0.6567748243158514,0.5,1.0,0.0
1,1,1125,0.8625294517940945,0.5287777777777778,0.5012268518518519,0.7767361111111111,0.5065277777777778,0.7698944441296838,0.4570330896160819,0.5,1.0,0.0
2,2,1125,0.7910210054185656,0.5327152777777778,0.4991820987654321,0.8345138888888889,0.5033333333333333,0.6953845511783253,0.628334874456579,0.5003571428571428,0.9992857142857143,0.0007142857142857143
3,3,1125,0.7547010972764757,0.5381597222222222,0.5013657407407407,0.8693055555555556,0.4992361111111111,0.7217900360172446,0.4978042082353072,0.5003571428571428,0.995,0.005
4,4,1125,0.7348828843434652,0.5416944444444445,0.5008873456790124,0.9089583333333333,0.5011111111111111,0.6938267323103818,0.6522344350814819,0.5060714285714286,0.9592857142857143,0.04071428571428572
5,5,1125,0.7204192529784309,0.5426666666666666,0.5012268518518519,0.915625,0.5015277777777778,0.6930130178278143,0.7171706719831987,0.5,0.0,1.0
6,6,1125,0.713569029543135,0.5441736111111111,0.5012731481481482,0.9302777777777778,0.5003472222222223,0.6977394412864338,0.6086179126392711,0.5010714285714286,0.9857142857142858,0.014285714285714285
7,7,1125,0.7058883792559306,0.5450138888888889,0.49911265432098767,0.958125,0.5043055555555556,0.6997165788303722,0.5902924537658691,0.5,1.0,0.0
8,8,1125,0.7011018905109829,0.5460694444444445,0.4993518518518518,0.9665277777777778,0.5009027777777778,0.7020613307302649,0.5747349045493386,0.5,1.0,0.0
9,9,1125,0.6967874680095248,0.5476875,0.5006712962962963,0.9708333333333333,0.5009027777777778,0.6944766911593351,0.6484022086316888,0.5,1.0,0.0
10,10,1125,0.6953442113664415,0.5484861111111111,0.5001003086419753,0.9839583333333334,0.5016666666666667,0.7020435224879872,0.5740496462041681,0.5003571428571428,0.9978571428571429,0.002142857142857143
11,11,1125,0.6941034213701884,0.5479444444444445,0.5000231481481482,0.9792361111111111,0.4998611111111111,0.7012449286200784,0.5812508843161843,0.5,1.0,0.0
12,12,1125,0.692060550318824,0.5479652777777778,0.49939043209876544,0.9851388888888889,0.5021527777777778,0.6989539617841894,0.5986208157105879,0.5,1.0,0.0
