,epoch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,ra_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,1.1993729949425538,0.4345328282828283,0.4213249063670412,0.5520833333333334,0.4256597222222222,1.2676330425522544,1.2487456868676579,1.321744729490841,0.5305357142857143,0.5028571428571429,0.4969047619047619
1,1,1.137402285472281,0.4697811447811448,0.4666237515605493,0.49788194444444445,0.4736111111111111,1.298970184542916,1.3357035552754122,1.3485056091757381,0.5782142857142857,0.4173809523809524,0.5826190476190476
2,2,1.0812703930175924,0.499081088664422,0.5026373283395755,0.46743055555555557,0.5062847222222222,1.3213141668926587,1.3623672793893253,1.3707137388341568,0.6089285714285714,0.3497619047619048,0.6502380952380953
3,3,1.021343619540949,0.5298576038159372,0.540980024968789,0.4308680555555556,0.5440277777777778,1.3096974817189304,1.385499729829676,1.3593646358041203,0.6330357142857143,0.29642857142857143,0.7035714285714286
4,4,0.9575671051734226,0.5604552469135803,0.5784488139825218,0.4003125,0.5791666666666667,1.3933355862444097,1.3153975500779993,1.4964039956822115,0.6355357142857143,0.31523809523809526,0.685
5,5,0.8949755444667926,0.5921506734006734,0.6157498439450687,0.38211805555555556,0.6110763888888889,1.401156019080769,1.3610132511924296,1.5253574637805714,0.6255357142857143,0.3519047619047619,0.6480952380952381
6,6,0.8378372036683067,0.6195566778900112,0.648412141073658,0.3627430555555556,0.6540277777777778,1.4414849064566873,1.3861434179193832,1.5832658585380106,0.63375,0.335,0.665
7,7,0.7792252906777059,0.6501262626262626,0.6838678214731585,0.3498263888888889,0.6829166666666666,1.4583592035553672,1.4155179402407478,1.5985737337785608,0.6614285714285715,0.2938095238095238,0.7061904761904761
8,8,0.7290555508389294,0.6751929012345679,0.713377808988764,0.33534722222222224,0.7095486111111111,1.4788419712673535,1.400174014708575,1.6576826081556433,0.6576785714285714,0.30023809523809525,0.6997619047619048
9,9,0.6973311337684173,0.6916561447811448,0.7326935081148565,0.3264236111111111,0.7284375,1.5065079710700295,1.4533590288723217,1.656372771543615,0.6667857142857143,0.27380952380952384,0.7261904761904762
