,epoch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,ra_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,1.9237427971595216,0.26731944444444444,0.20001543209876543,0.8730555555555556,0.20122222222222222,1.628439494541713,1.2717200246724216,1.7178353613073176,0.2,1.0,0.0
1,1,1.7369792098768568,0.2778,0.20020370370370372,0.9761666666666666,0.20119444444444445,1.6268507242202759,1.2679500363089822,1.7172245925123042,0.20142857142857143,0.9976785714285714,0.0023214285714285715
2,2,1.6912582580638253,0.27850833333333336,0.20005864197530865,0.9845555555555555,0.20122222222222222,1.633133773292814,1.247398631139235,1.7281973470341077,0.20014285714285715,0.9998214285714285,0.00017857142857142857
3,3,1.6589626183980903,0.27884722222222225,0.2001574074074074,0.9870555555555556,0.2015,1.6271835778440749,1.2588156028227373,1.7202537980946628,0.20014285714285715,0.9996428571428572,0.00035714285714285714
4,4,1.6210178773116795,0.2786472222222222,0.20028086419753086,0.9839444444444444,0.20169444444444445,1.6211034400122506,1.3074817765842786,1.6999499635262922,0.205,0.9926785714285714,0.007321428571428572
5,5,1.5931405529708158,0.27873611111111113,0.20097222222222222,0.9786111111111111,0.2018611111111111,1.6267410474164146,1.2382921413941816,1.7255950732664629,0.20057142857142857,0.9992857142857143,0.0007142857142857143
6,6,1.5876130937428532,0.28124166666666667,0.20569753086419754,0.9611388888888889,0.2073611111111111,1.6165641673973628,1.3162129629742017,1.6935474222356623,0.22542857142857142,0.9626785714285714,0.037321428571428575
7,7,1.57442843524293,0.2876666666666667,0.21687654320987654,0.9247777777777778,0.21888888888888888,1.6262413476194655,1.2623087167739868,1.7238939133557407,0.27014285714285713,0.8966071428571428,0.10339285714285715
8,8,1.555947148045836,0.29596944444444445,0.22950617283950617,0.8941388888888889,0.2326388888888889,1.6005528611796243,1.3237297372384504,1.686494312503121,0.2872857142857143,0.8733928571428572,0.12660714285714286
9,9,1.53295628865221,0.3036138888888889,0.23991975308641975,0.8768611111111111,0.24272222222222223,1.608963817358017,1.3459038951180198,1.6947948174043135,0.31385714285714283,0.8325,0.1675
10,10,1.4834587872240166,0.32314444444444446,0.27503086419753087,0.7561666666666667,0.2748888888888889,1.6033800840377808,1.3850357261571018,1.6844618699767373,0.49328571428571427,0.5464285714285714,0.45357142857142857
11,11,1.3168500079783296,0.4040916666666667,0.3892283950617284,0.5378611111111111,0.39105555555555555,1.59201437660626,1.3351968364282087,1.7094225233251399,0.5451428571428572,0.4739285714285714,0.5260714285714285
12,12,1.1023287932840575,0.49924444444444444,0.5095524691358024,0.40647222222222223,0.5099444444444444,1.6335138933999198,1.5859425122087651,1.7318513285030017,0.6465714285714286,0.31464285714285717,0.6853571428571429
13,13,0.9247534599978617,0.580575,0.6073549382716049,0.33955555555555555,0.6044166666666667,1.6139084271022253,1.512965207750147,1.7459891492670232,0.6727142857142857,0.2880357142857143,0.7119642857142857
14,14,0.8090958246205322,0.6351916666666667,0.6723734567901235,0.3005555555555556,0.6730833333333334,1.7233553401061468,1.559555172920227,1.8621799837459216,0.6862857142857143,0.24625,0.75375
15,15,0.7456432152235009,0.6701833333333334,0.7140308641975308,0.27555555555555555,0.7114722222222222,1.8462786759649004,1.6371032162146135,2.009831179272045,0.7137142857142857,0.21410714285714286,0.7858928571428572
16,16,0.674807388814697,0.7057111111111111,0.7555154320987655,0.2574722222222222,0.7521944444444445,1.8285191527434759,1.66004417701201,2.001981410113248,0.7102857142857143,0.22767857142857142,0.7723214285714286
17,17,0.624392638455576,0.732175,0.7864475308641975,0.24372222222222223,0.7812222222222223,1.828887403011322,1.7526520653204485,1.9819716973738237,0.7348571428571429,0.17625,0.82375
18,18,0.5890582265291302,0.7512166666666666,0.8075,0.24466666666666667,0.8018888888888889,1.8977648999009813,1.4814184416424145,2.128988954153928,0.6988571428571428,0.25125,0.74875
19,19,0.5657937761817151,0.7645333333333333,0.823,0.23833333333333334,0.8154166666666667,1.756594466311591,1.6166792620312085,1.9529681585051797,0.726,0.215,0.785
