,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,29,0.021339305403546012,0.9952777777777778,0.6244458908384497,32955983.333333332,0.8439285714285715,0.11285714285714285,0.8871428571428571
1,1,29,0.06467105865735433,0.98,1.400013197552074,27.115843137105305,0.7742857142857142,0.6792857142857143,0.32071428571428573
2,2,29,0.2834831039453375,0.9044444444444445,2.1309591477567498,4.01911981900533,0.7628571428571429,0.24214285714285713,0.7578571428571429
3,3,29,0.3044613717958845,0.8826388888888889,0.8379352580417286,2.7961730559666953,0.8053571428571429,0.23714285714285716,0.7628571428571429
4,4,29,0.2757684526772335,0.8851388888888889,0.5884336585348303,2.5197814305623374,0.8203571428571429,0.305,0.695
5,5,29,0.14046518119244739,0.9419444444444445,0.5180942605842244,3.2009130318959556,0.8396428571428571,0.24071428571428571,0.7592857142857142
6,6,29,0.09205981022838888,0.9672222222222222,0.5760614167560231,3.0434871117273965,0.8196428571428571,0.32142857142857145,0.6785714285714286
7,7,29,0.11808169710225072,0.9555555555555556,0.5384342507882551,3.398666262626648,0.8267857142857142,0.21714285714285714,0.7828571428571428
8,8,29,0.09631529874328909,0.9656944444444444,0.5773523043502461,3.219137946764628,0.8235714285714286,0.2835714285714286,0.7164285714285714
9,9,29,0.08979085845680072,0.9659722222222222,0.5787450102242556,3.6338425079981485,0.84,0.2571428571428571,0.7428571428571429
