,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,1125,1.152209150314331,0.5201180555555556,0.5017515432098766,0.6854166666666667,0.5047916666666666,0.695609986782074,0.7012819322672758,0.4832142857142857,0.37285714285714283,0.6271428571428571
1,1,1125,0.8231370509995355,0.5313819444444444,0.5011111111111111,0.8038194444444444,0.5022222222222222,0.8703462088649924,0.6904949464581229,0.5,0.9935714285714285,0.0064285714285714285
2,2,1125,0.7815487736596002,0.5333472222222222,0.5002777777777778,0.8309722222222222,0.5028472222222222,0.6999084786935286,0.5876899903470819,0.5,1.0,0.0
3,3,1125,0.754497534222073,0.53775,0.5017052469135802,0.8621527777777778,0.5,0.7112635401162234,0.5256934707814996,0.5,1.0,0.0
4,4,1125,0.7302837124400668,0.5420138888888889,0.502854938271605,0.8944444444444445,0.49840277777777775,0.7238818976012144,0.6472634239630266,0.5,0.9992857142857143,0.0007142857142857143
5,5,1125,0.7207376408576965,0.5421111111111111,0.5033796296296297,0.8906944444444445,0.5027083333333333,0.727102745663036,0.8081347725608132,0.5164285714285715,0.2885714285714286,0.7114285714285714
6,6,1125,0.7139298328823513,0.5462291666666667,0.5077314814814815,0.8927083333333333,0.5045833333333334,0.698783814907074,0.6040327928282998,0.4975,0.9871428571428571,0.012857142857142857
7,7,1125,0.7054229290750291,0.5516944444444445,0.512824074074074,0.9015277777777778,0.5107638888888889,0.6966279907660051,0.596566991372542,0.5046428571428572,0.9907142857142858,0.009285714285714286
8,8,1125,0.6997140884399414,0.5486388888888889,0.5054243827160494,0.9375694444444445,0.5052777777777778,0.7284642430869016,0.5594505288384177,0.5,1.0,0.0
9,9,1125,0.6966709846920437,0.5484236111111112,0.5039891975308642,0.9483333333333334,0.5017361111111112,0.8054169335148551,0.6585797504945234,0.5060714285714286,0.89,0.11
10,10,1125,0.6952945719824897,0.5543055555555556,0.5112808641975308,0.9415277777777777,0.5110416666666666,0.7866744046861475,0.5613764524459839,0.5064285714285715,0.9828571428571429,0.017142857142857144
11,11,1125,0.6791828992101882,0.5858472222222222,0.5561265432098765,0.8533333333333334,0.554375,0.7065198001536456,0.7811278375712308,0.6282142857142857,0.6321428571428571,0.3678571428571429
12,12,1125,0.618897414472368,0.6697013888888889,0.6695447530864198,0.6711111111111111,0.6685416666666667,0.7894298691641201,0.8410984982143749,0.6878571428571428,0.52,0.48
13,13,1125,0.5651313017209371,0.7209513888888889,0.731983024691358,0.6216666666666667,0.7311805555555555,0.6960057724605907,1.0076960000124844,0.7175,0.47285714285714286,0.5271428571428571
14,14,1125,0.5137518165376451,0.7591666666666667,0.7784104938271605,0.5859722222222222,0.7799305555555556,1.2395581982352517,1.3466454961083152,0.7435714285714285,0.31785714285714284,0.6821428571428572
15,15,1125,0.4558352053430345,0.7963055555555556,0.8217978395061728,0.566875,0.8258333333333333,0.8216798068447546,1.263026085766879,0.7564285714285715,0.3535714285714286,0.6464285714285715
16,16,1125,0.40516836252477434,0.8278402777777778,0.8585879629629629,0.5511111111111111,0.8578472222222222,0.7164341163906184,1.5392814007672397,0.7739285714285714,0.31214285714285717,0.6878571428571428
17,17,1125,0.36585111166371237,0.8477361111111111,0.8822376543209877,0.5372222222222223,0.8813194444444444,0.4876543368128213,1.5388248508626765,0.7760714285714285,0.2914285714285714,0.7085714285714285
18,18,1125,0.3289952971670363,0.8689375,0.9065509259259259,0.5304166666666666,0.9040972222222222,0.45202128148891707,1.568878022107211,0.8071428571428572,0.22214285714285714,0.7778571428571428
19,19,1125,0.30131847880946266,0.8828402777777777,0.9223688271604938,0.5270833333333333,0.9222916666666666,0.48748008568178525,1.812055999582464,0.8014285714285714,0.21,0.79
20,20,1125,0.2794790357218848,0.8942430555555556,0.9350694444444444,0.5268055555555555,0.9292361111111112,11.030366304923188,1.892018274827437,0.7921428571428571,0.15785714285714286,0.8421428571428572
21,21,1125,0.26273713796668585,0.9021875,0.9403086419753086,0.5590972222222222,0.91125,1.4613203573971987,0.8714848431673917,0.7939285714285714,0.5407142857142857,0.4592857142857143
22,22,1125,0.22114127263757918,0.9190277777777778,0.9450848765432098,0.6845138888888889,0.7925,28.236394225196406,0.22881777652285315,0.8121428571428572,0.8907142857142857,0.10928571428571429
23,23,1125,0.19417533955309127,0.9311736111111111,0.9535802469135802,0.7295138888888889,0.7511111111111111,8.653499272736637,0.21987698633562436,0.8103571428571429,0.9192857142857143,0.08071428571428571
24,24,1125,0.18338348527087106,0.9350555555555555,0.956766975308642,0.7396527777777778,0.7430555555555556,0.6111981458961964,0.15502797278829597,0.7960714285714285,0.9421428571428572,0.05785714285714286
25,25,1125,0.16848557428850067,0.9424513888888889,0.9642824074074074,0.7459722222222223,0.7410416666666667,0.7512523987415162,0.18143365803090009,0.8071428571428572,0.9292857142857143,0.07071428571428572
26,26,1125,0.16416002172893948,0.9438888888888889,0.9658256172839507,0.7464583333333333,0.7391666666666666,0.5351551370695233,0.10965835789895871,0.8271428571428572,0.9592857142857143,0.04071428571428572
27,27,1125,0.1518358869155248,0.9489097222222223,0.9703240740740741,0.7561805555555555,0.7320833333333333,5.327869735658169,0.11699696255593815,0.8082142857142857,0.9564285714285714,0.04357142857142857
28,28,1125,0.1536082017885314,0.9483194444444445,0.9695524691358025,0.7572222222222222,0.7315972222222222,0.5261139781637625,0.1567270534790375,0.8164285714285714,0.9442857142857143,0.055714285714285716
29,29,1125,0.14224210100041496,0.9529027777777778,0.9748688271604938,0.7552083333333334,0.7354166666666667,0.6296513920480554,0.17247707295146855,0.8096428571428571,0.9364285714285714,0.06357142857142857
30,30,1125,0.14343579515152508,0.9518402777777778,0.9738425925925925,0.7538194444444445,0.7366666666666667,0.7252493219619448,0.1296243926679546,0.8189285714285715,0.9521428571428572,0.047857142857142855
31,31,1125,0.14021653210454518,0.9527083333333334,0.975054012345679,0.7515972222222222,0.7380555555555556,0.578190737996589,0.10825583793815564,0.8117857142857143,0.9585714285714285,0.041428571428571426
32,32,1125,0.12862934862242806,0.9577083333333334,0.9777391975308642,0.7774305555555555,0.7141666666666666,0.5727329335429452,0.05777977452486415,0.8242857142857143,0.9792857142857143,0.020714285714285713
33,33,1125,0.12133865301311016,0.9603125,0.978966049382716,0.7924305555555555,0.7011111111111111,0.6498705128377135,0.11560599124905738,0.8067857142857143,0.9628571428571429,0.037142857142857144
34,34,1125,0.11886084053748183,0.9608055555555556,0.9798302469135802,0.7895833333333333,0.7040972222222223,0.5408737461759963,0.2094136391851035,0.8282142857142857,0.9414285714285714,0.05857142857142857
35,35,1125,0.11358327846394645,0.9633194444444444,0.9819984567901234,0.7952083333333333,0.6977777777777778,0.596032240851359,0.05948635817251422,0.8335714285714285,0.9735714285714285,0.02642857142857143
36,36,1125,0.1140432762934102,0.9628819444444444,0.9817901234567902,0.7927083333333333,0.7001388888888889,0.5991733880205588,0.05924518061378463,0.8228571428571428,0.975,0.025
37,37,1125,0.11136785562502013,0.9640833333333333,0.9829475308641975,0.7943055555555556,0.7007638888888889,0.5988879738036882,0.1035303505804305,0.8175,0.9642857142857143,0.03571428571428571
38,38,1125,0.11845416874686877,0.9603958333333333,0.9788811728395062,0.7940277777777778,0.6963194444444445,6.5049889680336825,0.14520374143665488,0.8289285714285715,0.9457142857142857,0.054285714285714284
39,39,1125,0.10981429480844074,0.9643333333333334,0.9822685185185185,0.8029166666666666,0.6913194444444445,0.5454667247831821,0.07580296819055961,0.8378571428571429,0.9742857142857143,0.025714285714285714
40,40,1125,0.11097637487451235,0.9635833333333333,0.9826543209876544,0.7919444444444445,0.7024305555555556,0.5300635522739454,0.048005349225025966,0.8307142857142857,0.98,0.02
41,41,1125,0.1063939122988118,0.9650138888888888,0.9837731481481482,0.7961805555555556,0.7001388888888889,0.579999961974946,0.05755265524864874,0.8439285714285715,0.9757142857142858,0.024285714285714285
42,42,1125,0.10454859080413978,0.9658888888888889,0.9846759259259259,0.7968055555555555,0.6985416666666666,0.5943558453582227,0.11887186657722024,0.8392857142857143,0.9607142857142857,0.039285714285714285
43,43,1125,0.10076630271308952,0.96725,0.9865586419753086,0.7934722222222222,0.7027083333333334,0.616191802250052,0.03835840365553105,0.8285714285714286,0.98,0.02
44,44,1125,0.09882379672262404,0.9679027777777778,0.986929012345679,0.7966666666666666,0.6984027777777778,0.5253910255110399,0.005104997380509634,0.8439285714285715,1.0,0.0
45,45,1125,0.09801561391188039,0.9680833333333333,0.987037037037037,0.7975,0.6984027777777778,0.6197779788212343,0.15514035836200823,0.8364285714285714,0.9521428571428572,0.047857142857142855
46,46,1125,0.09719797861741648,0.9686319444444444,0.9874691358024691,0.7990972222222222,0.6988888888888889,0.5523281186311082,0.03232485024702989,0.8492857142857143,0.9857142857142858,0.014285714285714285
47,47,1125,0.0954351602676842,0.9691875,0.9883333333333333,0.796875,0.6988888888888889,0.675828757611188,0.020591999289039944,0.8321428571428572,0.99,0.01
48,48,1125,0.09307537021239598,0.9698263888888888,0.9885262345679012,0.8015277777777777,0.6960416666666667,0.5992357035760175,0.037127481514207,0.8464285714285714,0.9814285714285714,0.018571428571428572
49,49,1125,0.09365293106105592,0.9698125,0.9884722222222222,0.801875,0.6948611111111112,0.6390587291256948,0.02036792573265054,0.8332142857142857,0.9957142857142857,0.004285714285714286
50,50,1125,0.09267329568664233,0.9699166666666666,0.988804012345679,0.7999305555555556,0.6979166666666666,0.6461990929886021,0.09609157973053781,0.8325,0.9507142857142857,0.04928571428571429
51,51,1125,0.09207998056875334,0.9699236111111111,0.9891975308641975,0.7964583333333334,0.7016666666666667,0.5460581609301947,0.08251626208022406,0.8521428571428571,0.9742857142857143,0.025714285714285714
52,52,1125,0.09078132115801175,0.9704444444444444,0.9894675925925925,0.7992361111111111,0.6977777777777778,0.6332009910521182,0.0541033040816811,0.8496428571428571,0.97,0.03
53,53,1125,0.09037572348117828,0.9707083333333333,0.9896219135802469,0.8004861111111111,0.69625,0.6048694387639195,0.011484051004861778,0.8482142857142857,0.9942857142857143,0.005714285714285714
54,54,1125,0.08974281996157435,0.9710347222222222,0.9901466049382716,0.7990277777777778,0.6982638888888889,0.5780483343088153,0.02062119083182717,0.8396428571428571,0.9928571428571429,0.007142857142857143
55,55,1125,0.0864243691969249,0.9722013888888889,0.9911342592592592,0.8018055555555555,0.6957638888888888,0.6551603386178613,1.4520938742736524,0.8353571428571429,0.9607142857142857,0.039285714285714285
56,56,1125,0.08700114174849458,0.9719722222222222,0.9911574074074074,0.7993055555555556,0.6992361111111111,0.6448856271295385,0.2291345869069284,0.8392857142857143,0.99,0.01
57,57,1125,0.08545481360620923,0.9726180555555556,0.9918364197530865,0.7996527777777778,0.6988888888888889,0.5109837197444655,0.0420108370652253,0.8503571428571428,0.9842857142857143,0.015714285714285715
58,58,1125,0.08589761895272467,0.9722916666666667,0.991766975308642,0.7970138888888889,0.70125,0.6009943322701887,0.2735220476752147,0.8457142857142858,0.9885714285714285,0.011428571428571429
59,59,1125,0.08367094294064575,0.9732916666666667,0.9927700617283951,0.7979861111111111,0.6997222222222222,0.5492636696012183,0.9239241921618073,0.8521428571428571,0.9914285714285714,0.008571428571428572
60,60,1125,0.0827675166933073,0.9735277777777778,0.9922993827160493,0.8045833333333333,0.6945138888888889,0.5862426199018955,7.225332506442845,0.8403571428571428,0.945,0.055
61,61,1125,0.08304832184314728,0.973375,0.9927083333333333,0.799375,0.6984722222222223,0.6873231106437743,0.02006881895199926,0.835,0.9928571428571429,0.007142857142857143
62,62,1125,0.08138030677537124,0.9741041666666667,0.9934953703703704,0.7995833333333333,0.7000694444444444,0.6483367596414279,0.003917158044218509,0.8457142857142858,1.0,0.0
63,63,1125,0.0815641361731622,0.9739375,0.9937885802469136,0.7952777777777778,0.7025694444444445,0.5739711963317611,0.039233396395998585,0.8525,0.9828571428571429,0.017142857142857144
64,64,1125,0.080055701625016,0.9743194444444444,0.9938425925925926,0.7986111111111112,0.7002083333333333,0.6582576725631952,0.038989072575614875,0.8428571428571429,0.9835714285714285,0.016428571428571428
65,65,1125,0.07902764857643181,0.9749513888888889,0.9942746913580247,0.8010416666666667,0.6968055555555556,0.603697070851922,0.0027638493761928244,0.8503571428571428,1.0,0.0
66,66,1125,0.0789166021073858,0.9750277777777778,0.9942206790123457,0.8022916666666666,0.69625,0.6270218738778071,0.04059801928021691,0.8453571428571428,0.9821428571428571,0.017857142857142856
67,67,1125,0.07806072481969992,0.9749444444444444,0.9945447530864198,0.7985416666666667,0.7,0.7172409601678903,0.5191424426686188,0.8235714285714286,0.9921428571428571,0.007857142857142858
68,68,1125,0.07733310714364051,0.9754236111111111,0.9950077160493828,0.7991666666666667,0.7009027777777778,0.5718047144103118,0.08530011017831964,0.8564285714285714,0.9928571428571429,0.007142857142857143
69,69,1125,0.07557323628498448,0.9762569444444444,0.9958101851851852,0.8002777777777778,0.6990972222222223,0.6136903264136477,0.00601739315210249,0.8421428571428572,0.9985714285714286,0.0014285714285714286
70,70,1125,0.07576480352381865,0.9758819444444444,0.9953395061728395,0.8007638888888889,0.6995833333333333,0.6174903373149309,0.02349039244290907,0.8575,0.9892857142857143,0.010714285714285714
71,71,1125,0.07589758369657729,0.9760069444444445,0.995871913580247,0.7972222222222223,0.7027083333333334,0.6475436225618151,0.0003243295478486371,0.8414285714285714,1.0,0.0
72,72,1125,0.07593646866414282,0.97575,0.9959567901234568,0.7938888888888889,0.7054861111111111,0.6290170785716989,0.03078196137423881,0.8475,0.9885714285714285,0.011428571428571429
73,73,1125,0.07402988630698787,0.9763541666666666,0.9960262345679012,0.7993055555555556,0.7007638888888889,0.5911541501991451,0.009793720864928962,0.8621428571428571,0.9942857142857143,0.005714285714285714
74,74,1125,0.07210054942303233,0.9772569444444444,0.9964891975308642,0.8041666666666667,0.695625,0.6335745469074358,0.007548870521449399,0.8485714285714285,0.9971428571428571,0.002857142857142857
75,75,1125,0.07233920322855314,0.9771666666666666,0.9970293209876543,0.7984027777777778,0.7005555555555556,0.6393151420316744,0.09378778633187969,0.8539285714285715,0.9678571428571429,0.03214285714285714
76,76,1125,0.07103275597095489,0.9777708333333334,0.9969212962962963,0.8054166666666667,0.6946527777777778,0.7018623073500666,0.005938770714485806,0.8446428571428571,0.9971428571428571,0.002857142857142857
77,77,1125,0.07047223635597362,0.9779097222222223,0.9971219135802469,0.805,0.6949305555555556,0.628558755301955,0.012455466282765636,0.8510714285714286,0.9942857142857143,0.005714285714285714
78,78,1125,0.07218683052062988,0.9773194444444444,0.9974614197530864,0.7960416666666666,0.7043055555555555,0.627848402089016,0.08357001285846556,0.8578571428571429,0.9864285714285714,0.013571428571428571
79,79,1125,0.07134046230713527,0.9775208333333333,0.9974228395061728,0.7984027777777778,0.7018055555555556,0.6731587791476737,0.002389967186238871,0.8539285714285715,0.9992857142857143,0.0007142857142857143
80,80,1125,0.07054939575327768,0.9776736111111111,0.9971836419753086,0.8020833333333334,0.6985416666666666,0.6213278172389519,0.021338593590454282,0.8582142857142857,0.9892857142857143,0.010714285714285714
81,81,1125,0.06979189475046264,0.9778472222222222,0.9975771604938272,0.8002777777777778,0.699375,0.6531705340920863,0.00692225665856809,0.8596428571428572,0.995,0.005
82,82,1125,0.07008637863894304,0.9778888888888889,0.9977083333333333,0.7995138888888889,0.7006944444444444,0.6535237969206222,0.003738883305975998,0.8589285714285714,0.9992857142857143,0.0007142857142857143
83,83,1125,0.06963666410495838,0.9777847222222222,0.9975771604938272,0.7996527777777778,0.7006944444444444,0.6567877881038426,0.0019559408948142927,0.8564285714285714,1.0,0.0
84,84,1125,0.06853253827989102,0.9783680555555555,0.9977777777777778,0.8036805555555555,0.6970833333333334,0.6903020074083046,0.0032512037035882136,0.8517857142857143,1.0,0.0
85,85,1125,0.0684712638573514,0.9784513888888889,0.9979938271604938,0.8025694444444444,0.6981944444444445,0.721323695621157,0.0020374744225674394,0.8492857142857143,1.0,0.0
86,86,1125,0.0678913657963276,0.9786597222222222,0.9979783950617284,0.8047916666666667,0.6961111111111111,0.6805489228361032,0.003081716050721959,0.855,1.0,0.0
87,87,1125,0.06790850522120793,0.9786527777777778,0.9980092592592592,0.8044444444444444,0.6961805555555556,0.6761609723431651,0.0026661297914953056,0.8535714285714285,1.0,0.0
88,88,1125,0.06876915954550107,0.9782986111111112,0.9981018518518519,0.8000694444444445,0.7004166666666667,0.6607613260751929,0.0034957713108848443,0.8525,0.9992857142857143,0.0007142857142857143
89,89,1125,0.06834901269690857,0.9784027777777777,0.9981481481481481,0.8006944444444445,0.7003472222222222,0.6420314529677853,0.0033487925062548707,0.8578571428571429,0.9992857142857143,0.0007142857142857143
90,90,1125,0.06725603404392799,0.9787430555555555,0.9981867283950617,0.80375,0.696875,0.6690157310486856,0.003211328233274716,0.8535714285714285,1.0,0.0
91,91,1125,0.0684335083514452,0.9782291666666667,0.9981172839506173,0.7992361111111111,0.7015277777777778,0.6813632630510256,0.0013142538426274602,0.8553571428571428,1.0,0.0
92,92,1125,0.06895215030925142,0.9781458333333334,0.9982638888888888,0.7970833333333334,0.7032638888888889,0.655258485041982,0.003087935305137018,0.855,0.9992857142857143,0.0007142857142857143
93,93,1125,0.06750236681600412,0.9787152777777778,0.9982175925925926,0.8031944444444444,0.6975694444444445,0.6547798114056191,0.002047991858985783,0.8564285714285714,1.0,0.0
94,94,1125,0.06799128302849002,0.9785138888888889,0.998287037037037,0.8005555555555556,0.7004861111111111,0.6600279497056776,0.003967049116247587,0.8575,0.9992857142857143,0.0007142857142857143
95,95,1125,0.0677115922148029,0.9785763888888889,0.9982484567901234,0.8015277777777777,0.6988194444444444,0.6696969283988107,0.0010256210754794831,0.8560714285714286,1.0,0.0
96,96,1125,0.06847843340122037,0.9782638888888889,0.9982716049382716,0.7981944444444444,0.7024305555555556,0.6695242451652038,0.001601851739740761,0.8560714285714286,1.0,0.0
97,97,1125,0.06742633703351021,0.9787222222222223,0.9984490740740741,0.8011805555555556,0.6997222222222222,0.662614931278354,0.0029957945093470203,0.8567857142857143,1.0,0.0
98,98,1125,0.06767702511946361,0.9785763888888889,0.9981867283950617,0.8020833333333334,0.6989583333333333,0.6684957237448543,0.0015719248860312457,0.8564285714285714,1.0,0.0
99,99,1125,0.06807516299602058,0.9784652777777778,0.9983101851851852,0.7998611111111111,0.7011805555555556,0.6737912128658288,0.0011870196454269303,0.8560714285714286,1.0,0.0
