,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,0,0.04418635223831596,0.9904166666666666,0.8680389469320123,12.417691866556803,0.8096428571428571,0.8085714285714286,0.19142857142857142
1,0,0,0.29277474022117156,0.9016666666666666,1.0032459714195945,2.773296515146891,0.8125,0.28785714285714287,0.7121428571428572
2,0,0,0.2966724631601366,0.8836111111111111,0.4264088137583299,3.250637173652649,0.8196428571428571,0.15142857142857144,0.8485714285714285
3,0,0,0.16615132704891009,0.9306944444444445,0.4480964920737527,3.4098066091537476,0.8271428571428572,0.18928571428571428,0.8107142857142857
4,0,0,0.11429850346055524,0.9580555555555555,0.4921648177233609,3.818351904551188,0.8496428571428571,0.20642857142857143,0.7935714285714286
5,0,0,0.12524064720190806,0.9531944444444445,0.4643134799870578,4.09905469417572,0.8578571428571429,0.17857142857142858,0.8214285714285714
6,0,0,0.07522328454872658,0.9740277777777778,0.4423120048913089,4.249099810918172,0.8617857142857143,0.1692857142857143,0.8307142857142857
7,0,0,0.05605072682273799,0.9804166666666667,0.5186171314933083,3.5288518269856772,0.8435714285714285,0.205,0.795
8,0,0,0.04571336366493126,0.9856944444444444,0.5628151514313438,3.8935334285100303,0.8375,0.20285714285714285,0.7971428571428572
9,0,0,0.054432617147164096,0.9808333333333333,0.5789114047180522,3.7535349130630493,0.8507142857142858,0.21285714285714286,0.7871428571428571
