,epoch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,ra_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,0.7091360444226428,0.5426767676767676,0.49706367998006107,0.9560276679841897,0.502046866177301,0.6933676979758523,0.6610310773054758,0.7266845703125,0.5053571428571428,0.9407142857142857,0.05928571428571429
1,1,0.7083606758494352,0.5444023569023569,0.49829428624836436,0.9622388481084133,0.5002117447769622,0.6948208863084967,0.6313547492027283,0.7610892752806345,0.49964285714285717,0.9878571428571429,0.012142857142857143
2,2,0.7051121354959169,0.5431467452300786,0.4978113901177644,0.9539808018068887,0.4991530208921513,0.7043667544018138,0.5534278452396393,0.8556633392969767,0.5,1.0,0.0
3,3,0.7049387998384034,0.5422629068462402,0.4969234843292417,0.9531338226990401,0.4984472049689441,0.6969641988927667,0.6194153428077698,0.7925380865732828,0.5003571428571428,0.9892857142857143,0.010714285714285714
4,4,0.7048877975242999,0.5439464085297419,0.49940027416038385,0.9476284584980237,0.4966120835686053,0.6991530602628534,0.5879497130711874,0.8119594554106394,0.5025,0.9721428571428572,0.027857142857142858
5,5,0.7025439189195205,0.5436938832772166,0.49798274035765466,0.9579333709768493,0.49830604178430266,0.6971204443411394,0.605504314104716,0.7900176644325256,0.5017857142857143,0.9778571428571429,0.02214285714285714
6,6,0.7035713420522063,0.5432800224466892,0.4967365567948159,0.9650621118012422,0.49823546019198195,0.6982981779358604,0.5954755147298177,0.8018321593602499,0.5003571428571428,0.9978571428571429,0.002142857142857143
7,7,0.7000887110374561,0.5440796857463525,0.49693906162377716,0.9712732919254659,0.4990824392998306,0.6992127732797102,0.6079246501127878,0.7939262688159943,0.5028571428571429,0.9807142857142858,0.019285714285714285
8,8,0.7008641586911528,0.543294051627385,0.49685338650383204,0.9641445511010729,0.4981648785996612,0.695306740023873,0.6368068953355154,0.7568366825580597,0.5025,0.9835714285714285,0.016428571428571428
9,9,0.6986357280767157,0.5440867003367004,0.4976945604087482,0.9644974590626765,0.49795313382269907,0.787217378616333,0.6433259844779968,0.9460993111133575,0.5003571428571428,0.9992857142857143,0.0007142857142857143
10,10,0.6984708304893179,0.5437079124579125,0.4969935821546514,0.9670383963862225,0.4988001129305477,0.7180183096365496,0.6571750938892365,0.7953031261761984,0.5014285714285714,0.9871428571428571,0.012857142857142857
11,11,0.699775095366918,0.5432870370370371,0.4962926039005546,0.9691558441558441,0.49950592885375494,0.6972365216775374,0.6079256534576416,0.7865343491236368,0.5,0.9992857142857143,0.0007142857142857143
12,12,0.6977137100332729,0.5449214365881032,0.49739080316530626,0.9756493506493507,0.4996470920383964,0.69872201572765,0.6109973788261414,0.7883822619915009,0.5017857142857143,0.9942857142857143,0.005714285714285714
13,13,0.6985647861362574,0.5440165544332211,0.4967054022057449,0.972755505364201,0.4977413890457369,0.6986255754124034,0.5931596358617147,0.8051689068476359,0.5017857142857143,0.9828571428571429,0.017142857142857144
