,epoch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,ra_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,1.239354399127181,0.5171180555555556,0.5004012345679012,0.6675694444444444,0.5038888888888889,0.6975783705711365,0.6122657954692841,0.7840865353743235,0.5003571428571428,0.9992857142857143,0.0007142857142857143
1,1,0.8846641552384751,0.5317986111111112,0.5006018518518518,0.8125694444444445,0.5006944444444444,0.6935720010237261,0.6536182264486948,0.7352558871110281,0.49857142857142855,0.9685714285714285,0.03142857142857143
2,2,0.8151401057971731,0.5374583333333334,0.5019753086419753,0.8568055555555556,0.5053472222222222,0.6941041133620522,0.6757238407929739,0.7122469842433929,0.5007142857142857,0.9985714285714286,0.0014285714285714286
3,3,0.7945557015403761,0.53825,0.5007561728395061,0.8756944444444444,0.4967361111111111,0.7010496041991494,0.5766014059384664,0.8251777986685435,0.5,1.0,0.0
4,4,0.778260477906222,0.5399930555555555,0.499891975308642,0.9009027777777778,0.49777777777777776,0.7764696478843689,0.5719110071659088,0.969486931959788,0.5,1.0,0.0
5,5,0.7665323355693376,0.5429513888888889,0.5012345679012346,0.9184027777777778,0.5008333333333334,0.6992531256242231,0.5884052614370981,0.810195138057073,0.5,1.0,0.0
6,6,0.7535001158079077,0.5414236111111111,0.4998070987654321,0.9159722222222222,0.495625,0.7072425430471246,0.5379736224810282,0.877170572678248,0.5,1.0,0.0
7,7,0.75071269972498,0.5392916666666666,0.5000154320987654,0.8927777777777778,0.5000694444444445,0.6985430988398466,0.5947199364503225,0.8028117120265961,0.5014285714285714,0.9878571428571429,0.012142857142857143
8,8,0.7464271560443655,0.543,0.49960648148148146,0.9335416666666667,0.5,0.6979478435082869,0.6049533784389496,0.7903225421905518,0.5,1.0,0.0
9,9,0.7362593489684178,0.5444166666666667,0.5005401234567901,0.9393055555555555,0.500625,0.7170151959766041,0.566730777422587,0.8629006842772166,0.49857142857142855,0.9985714285714286,0.0014285714285714286
10,10,0.730364476173428,0.5440416666666666,0.5009567901234568,0.9318055555555556,0.4996527777777778,0.7046194672584534,0.5516367157300314,0.8582533101240793,0.5,1.0,0.0
11,11,0.7299738115569838,0.5425972222222222,0.49873456790123455,0.9373611111111111,0.4997916666666667,0.6958917867053639,0.6253421405951182,0.7662105063597361,0.5,1.0,0.0
12,12,0.7239367443121983,0.5465,0.5009722222222223,0.95625,0.5004861111111111,0.7056153416633606,0.5512030919392904,0.8590802649656931,0.5,1.0,0.0
13,13,0.721356267933312,0.5459722222222222,0.5002237654320988,0.9577083333333334,0.5020833333333333,0.6988334493203596,0.6634411811828613,0.7314537664254507,0.5010714285714286,0.9842857142857143,0.015714285714285715
14,14,0.7159738284444724,0.5459513888888889,0.5002777777777778,0.9570138888888889,0.50375,0.7005014961416071,0.5803005794684092,0.8203359643618265,0.5,1.0,0.0
15,15,0.7173029843909703,0.5457847222222222,0.4996759259259259,0.9607638888888889,0.5033333333333333,0.6964985565705732,0.6171348690986633,0.7766423026720682,0.5003571428571428,0.9978571428571429,0.002142857142857143
16,16,0.7144006642101077,0.5465902777777778,0.5003163580246913,0.9630555555555556,0.49909722222222225,0.6962406526912343,0.6200558940569559,0.7725269695123037,0.5,1.0,0.0
17,17,0.7137113331054498,0.5471597222222222,0.4998996913580247,0.9725,0.5004861111111111,0.6995302059433677,0.5866747697194418,0.8125564157962799,0.5014285714285714,0.9942857142857143,0.005714285714285714
18,18,0.709609131618249,0.5463333333333333,0.5003086419753087,0.9605555555555556,0.5000694444444445,0.6975115212527189,0.6087695360183716,0.78576131661733,0.5,1.0,0.0
19,19,0.7080577188444391,0.5474375,0.5004398148148148,0.9704166666666667,0.5020138888888889,0.6972250667485324,0.6093704402446747,0.7848466336727142,0.5,1.0,0.0
