,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,1125,0.667345674249861,0.5817430555555556,0.5586265432098766,0.7897916666666667,0.5508333333333333,0.6605161116881804,0.09082009880380197,0.5921428571428572,0.9528571428571428,0.047142857142857146
1,1,1125,0.5691622262001037,0.6876041666666667,0.6723765432098765,0.8246527777777778,0.5768055555555556,0.6612442081624811,0.07620027458125894,0.6564285714285715,0.9671428571428572,0.032857142857142856
2,2,1125,0.4804251256253984,0.7649027777777778,0.7578858024691358,0.8280555555555555,0.6071527777777778,0.6825624223459851,0.0549182788553563,0.6732142857142858,0.975,0.025
3,3,1125,0.4061846643951204,0.8167083333333334,0.8161188271604938,0.8220138888888889,0.6343055555555556,1.1419789005409589,0.20641693794591862,0.6139285714285714,0.9385714285714286,0.06142857142857143
4,4,1125,0.35491105608145396,0.8480486111111111,0.8507947530864197,0.8233333333333334,0.6367361111111111,0.7092588320374489,0.023066670580936425,0.71,0.9892857142857143,0.010714285714285714
5,5,1125,0.31366090542740294,0.8694097222222222,0.8748533950617284,0.8204166666666667,0.6511805555555555,0.7657694775949825,0.02138984898920171,0.7339285714285714,0.99,0.01
6,6,1125,0.285782961792416,0.8836805555555556,0.891304012345679,0.8150694444444444,0.66125,0.7058801075274294,0.061960480218245226,0.7167857142857142,0.9757142857142858,0.024285714285714285
7,7,1125,0.2601790726648437,0.8957569444444444,0.9041435185185185,0.8202777777777778,0.6582638888888889,0.8706618601625616,0.09025127931751988,0.6960714285714286,0.9692857142857143,0.030714285714285715
8,8,1125,0.24625153716405232,0.9027708333333333,0.9130632716049383,0.8101388888888889,0.6695138888888889,0.8067431023175066,0.089671699245545,0.7378571428571429,0.975,0.025
9,9,1125,0.2269792576564683,0.9108055555555555,0.9216435185185186,0.8132638888888889,0.6656944444444445,0.7952382286841219,0.08997411839663982,0.7403571428571428,0.9728571428571429,0.027142857142857142
10,10,1125,0.21498338043027454,0.9169930555555555,0.9288194444444444,0.8105555555555556,0.6665972222222222,1.1845869792794639,0.07494663452962413,0.6353571428571428,0.9778571428571429,0.02214285714285714
11,11,1125,0.2039033756189876,0.9226319444444444,0.9352469135802469,0.8090972222222222,0.67625,0.755218664353544,0.04570823676609011,0.7542857142857143,0.9828571428571429,0.017142857142857144
12,12,1125,0.19523464108837976,0.9257847222222222,0.9387422839506173,0.8091666666666667,0.674375,0.865479838103056,0.08588025249032812,0.6971428571428572,0.9757142857142858,0.024285714285714285
13,13,1125,0.1868837771879302,0.9297152777777777,0.9433641975308642,0.806875,0.6786111111111112,0.7246389510956678,0.01948212784058838,0.7175,0.9885714285714285,0.011428571428571429
