,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
0,0,43,0.17013404862738626,0.9409259259259259,1.6710372041253483,1.9741883386265149,0.6611904761904762,0.24785714285714286,0.6867857142857143
1,1,43,0.24928971466630004,0.9072222222222223,0.8865175562746385,2.7204279466108843,0.7440476190476191,0.21964285714285714,0.7210714285714286
2,2,43,0.15679101316734803,0.9399074074074074,0.8027637916452744,3.049472830512307,0.7602380952380953,0.15928571428571428,0.7642857142857142
3,3,43,0.1557266225301942,0.9419444444444445,0.8892247992403367,3.09188268401406,0.7471428571428571,0.13464285714285715,0.7885714285714286
4,4,43,0.16720479328271953,0.934537037037037,0.7784297957139856,3.2265712131153452,0.780952380952381,0.145,0.7953571428571429
5,5,43,0.13177755319101866,0.9493518518518519,0.829256510033327,3.1620560559359463,0.763095238095238,0.18678571428571428,0.7632142857142857
6,6,43,0.1149166430844817,0.956574074074074,0.9288609378478107,3.4137188738042656,0.7535714285714286,0.14785714285714285,0.7807142857142857
7,7,43,0.11398951172135598,0.955925925925926,0.8093168034273035,3.534573424946178,0.7673809523809524,0.1442857142857143,0.7846428571428572
8,8,43,0.1233032613472883,0.9541666666666667,0.9464873741654789,3.143916888670488,0.7659523809523809,0.24,0.7189285714285715
9,9,43,0.12035475307425787,0.9540740740740741,0.8335330346051384,4.003004984422163,0.7595238095238095,0.125,0.8035714285714286
